2020-06-11 17:38:02,959 - INFO - <module>- Main part starts
2020-06-11 17:38:09,287 - ERROR - only_fx_mfista- Too large L!! Change l1 or l2 values!!
2020-06-11 17:38:09,287 - INFO - only_fx_mfista- end fitting: itercount: 17
2020-06-11 17:38:11,486 - DEBUG - only_fx_mfista- iternum:50, L: 1.161443e+05, F_xk: 7.094239e+00, chi:6.221756e+06, reg: 6.197482e+06, rela_err:1.087648e-05
2020-06-11 17:38:12,571 - DEBUG - only_fx_mfista- iternum:100, L: 1.277588e+05, F_xk: 7.091228e+00, chi:6.205888e+06, reg: 6.131015e+06, rela_err:1.624981e-06
2020-06-11 17:38:13,694 - DEBUG - only_fx_mfista- iternum:150, L: 1.277588e+05, F_xk: 7.090566e+00, chi:6.203699e+06, reg: 6.114778e+06, rela_err:6.409891e-07
2020-06-11 17:38:14,782 - DEBUG - only_fx_mfista- iternum:200, L: 1.161443e+05, F_xk: 7.090233e+00, chi:6.202466e+06, reg: 6.106699e+06, rela_err:3.454100e-07
2020-06-11 17:38:15,921 - DEBUG - only_fx_mfista- iternum:250, L: 1.161443e+05, F_xk: 7.090057e+00, chi:6.202099e+06, reg: 6.102141e+06, rela_err:1.837083e-07
2020-06-11 17:38:17,063 - DEBUG - only_fx_mfista- iternum:300, L: 1.277588e+05, F_xk: 7.089961e+00, chi:6.201674e+06, reg: 6.099875e+06, rela_err:1.074308e-07
2020-06-11 17:38:17,390 - INFO - only_fx_mfista- end; fitting. iternum:308, relative dif of F: 9.989396e-08
2020-06-11 17:38:17,425 - DEBUG - fx_L1_mfista- itercount: 0, L: 9.523810e-05, eta:1.050000e+00
2020-06-11 17:38:17,432 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.000000e-04, eta:1.050000e+00
2020-06-11 17:38:17,439 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.050000e-04, eta:1.050000e+00
2020-06-11 17:38:17,448 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.102500e-04, eta:1.050000e+00
2020-06-11 17:38:17,454 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.157625e-04, eta:1.050000e+00
2020-06-11 17:38:17,461 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.215506e-04, eta:1.050000e+00
2020-06-11 17:38:17,468 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.276282e-04, eta:1.050000e+00
2020-06-11 17:38:17,475 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.340096e-04, eta:1.050000e+00
2020-06-11 17:38:17,483 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.407100e-04, eta:1.050000e+00
2020-06-11 17:38:17,489 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.477455e-04, eta:1.050000e+00
2020-06-11 17:38:17,495 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.551328e-04, eta:1.050000e+00
2020-06-11 17:38:17,501 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.628895e-04, eta:1.050000e+00
2020-06-11 17:38:17,508 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.710339e-04, eta:1.050000e+00
2020-06-11 17:38:17,515 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.795856e-04, eta:1.050000e+00
2020-06-11 17:38:17,521 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.885649e-04, eta:1.050000e+00
2020-06-11 17:38:17,529 - DEBUG - fx_L1_mfista- itercount: 0, L: 1.979932e-04, eta:1.050000e+00
2020-06-11 17:38:17,535 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.078928e-04, eta:1.050000e+00
2020-06-11 17:38:17,541 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.182875e-04, eta:1.050000e+00
2020-06-11 17:38:17,548 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.292018e-04, eta:1.050000e+00
2020-06-11 17:38:17,555 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.406619e-04, eta:1.050000e+00
2020-06-11 17:38:17,563 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.526950e-04, eta:1.050000e+00
2020-06-11 17:38:17,569 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.653298e-04, eta:1.050000e+00
2020-06-11 17:38:17,574 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.785963e-04, eta:1.050000e+00
2020-06-11 17:38:17,580 - DEBUG - fx_L1_mfista- itercount: 0, L: 2.925261e-04, eta:1.050000e+00
2020-06-11 17:38:17,586 - DEBUG - fx_L1_mfista- itercount: 0, L: 3.071524e-04, eta:1.050000e+00
2020-06-11 17:38:17,593 - DEBUG - fx_L1_mfista- itercount: 0, L: 3.225100e-04, eta:1.050000e+00
2020-06-11 17:38:17,599 - DEBUG - fx_L1_mfista- itercount: 0, L: 3.386355e-04, eta:1.050000e+00
2020-06-11 17:38:17,605 - DEBUG - fx_L1_mfista- itercount: 0, L: 3.555673e-04, eta:1.050000e+00
2020-06-11 17:38:17,613 - DEBUG - fx_L1_mfista- itercount: 0, L: 3.733456e-04, eta:1.050000e+00
2020-06-11 17:38:17,619 - DEBUG - fx_L1_mfista- itercount: 0, L: 3.920129e-04, eta:1.050000e+00
2020-06-11 17:38:17,626 - DEBUG - fx_L1_mfista- itercount: 0, L: 4.116136e-04, eta:1.050000e+00
2020-06-11 17:38:17,633 - DEBUG - fx_L1_mfista- itercount: 0, L: 4.321942e-04, eta:1.050000e+00
2020-06-11 17:38:17,639 - DEBUG - fx_L1_mfista- itercount: 0, L: 4.538039e-04, eta:1.050000e+00
2020-06-11 17:38:17,648 - DEBUG - fx_L1_mfista- itercount: 0, L: 4.764941e-04, eta:1.050000e+00
2020-06-11 17:38:17,654 - DEBUG - fx_L1_mfista- itercount: 0, L: 5.003189e-04, eta:1.050000e+00
2020-06-11 17:38:17,661 - DEBUG - fx_L1_mfista- itercount: 0, L: 5.253348e-04, eta:1.050000e+00
2020-06-11 17:38:17,667 - DEBUG - fx_L1_mfista- itercount: 0, L: 5.516015e-04, eta:1.050000e+00
2020-06-11 17:38:17,673 - DEBUG - fx_L1_mfista- itercount: 0, L: 5.791816e-04, eta:1.050000e+00
2020-06-11 17:38:17,680 - DEBUG - fx_L1_mfista- itercount: 0, L: 6.081407e-04, eta:1.050000e+00
2020-06-11 17:38:17,686 - DEBUG - fx_L1_mfista- itercount: 0, L: 6.385477e-04, eta:1.050000e+00
2020-06-11 17:38:17,692 - DEBUG - fx_L1_mfista- itercount: 0, L: 6.704751e-04, eta:1.050000e+00
2020-06-11 17:38:17,698 - DEBUG - fx_L1_mfista- itercount: 0, L: 7.039989e-04, eta:1.050000e+00
2020-06-11 17:38:17,703 - DEBUG - fx_L1_mfista- itercount: 0, L: 7.391988e-04, eta:1.050000e+00
2020-06-11 17:38:17,710 - DEBUG - fx_L1_mfista- itercount: 0, L: 7.761588e-04, eta:1.050000e+00
2020-06-11 17:38:17,715 - DEBUG - fx_L1_mfista- itercount: 0, L: 8.149667e-04, eta:1.050000e+00
